muni_id,category,date,naicscode,name,avgemp,value
352,MAPC Region,2013-01-01,337,Furniture and Related Product Mfg,523,48
352,MAPC Region,2013-01-01,339,Miscellaneous Manufacturing,3411,178
352,MAPC Region,2013-01-01,424,"Merchant Wholesalers, Nondurable Goods",20058,1034
352,MAPC Region,2013-01-01,425,Electronic Markets and Agents/Brokers,11132,2186
352,MAPC Region,2013-01-01,441,Motor Vehicle and Parts Dealers,14995,690
352,MAPC Region,2013-01-01,442,Furniture and Home Furnishings Stores,5487,512
352,MAPC Region,2013-01-01,451,Sporting Goods/Hobby/Book/Music Stores,7927,636
352,MAPC Region,2013-01-01,443,Electronics and Appliance Stores,4623,353
352,MAPC Region,2013-01-01,444,Building Material & Garden Supply Stores,8478,522
352,MAPC Region,2013-01-01,445,Food and Beverage Stores,45588,2301
352,MAPC Region,2013-01-01,446,Health and Personal Care Stores,14156,1241
352,MAPC Region,2013-01-01,447,Gasoline Stations,4283,737
352,MAPC Region,2013-01-01,448,Clothing and Clothing Accessories Stores,22125,1822
352,MAPC Region,2013-01-01,452,General Merchandise Stores,20012,292
352,MAPC Region,2013-01-01,453,Miscellaneous Store Retailers,9272,1104
352,MAPC Region,2013-01-01,454,Nonstore Retailers,6307,483
352,MAPC Region,2013-01-01,481,Air Transportation,6543,45
352,MAPC Region,2013-01-01,483,Water Transportation,25,4
352,MAPC Region,2013-01-01,484,Truck Transportation,4799,416
352,MAPC Region,2013-01-01,485,Transit and Ground Passenger Transport,4931,205
352,MAPC Region,2013-01-01,487,Scenic and Sightseeing Transportation,1067,31
352,MAPC Region,2013-01-01,488,Support Activities for Transportation,4689,314
352,MAPC Region,2013-01-01,492,Couriers and Messengers,2327,87
352,MAPC Region,2013-01-01,493,Warehousing and Storage,1332,32
352,MAPC Region,2013-01-01,511,Publishing Industries,25193,725
352,MAPC Region,2013-01-01,512,Motion Picture & Sound Recording Ind,2221,207
352,MAPC Region,2013-01-01,515,Broadcasting (except Internet),2296,34
352,MAPC Region,2013-01-01,517,Telecommunications,8062,484
352,MAPC Region,2013-01-01,518,"ISPs, Search Portals, & Data Processing",2702,131
352,MAPC Region,2013-01-01,519,Other Information Services,7265,296
352,MAPC Region,2013-01-01,522,Credit Intermediation & Related Activity,31973,1653
352,MAPC Region,2013-01-01,523,Financial Investment & Related Activity,37269,1973
352,MAPC Region,2013-01-01,524,Insurance Carriers & Related Activities,39837,1686
352,MAPC Region,2013-01-01,525,"Funds, Trusts & Other Financial Vehicles",6,6
352,MAPC Region,2013-01-01,531,Real Estate,22256,3014
352,MAPC Region,2013-01-01,532,Rental and Leasing Services,5131,420
352,MAPC Region,2013-01-01,541,Professional and Technical Services,211562,16693
352,MAPC Region,2013-01-01,551,Management of Companies and Enterprises,38877,650
352,MAPC Region,2013-01-01,561,Administrative and Support Services,96798,5193
352,MAPC Region,2013-01-01,562,Waste Management and Remediation Service,3213,185
352,MAPC Region,2013-01-01,611,Educational Services,159730,1616
352,MAPC Region,2012-01-01,621,Ambulatory Health Care Services,85641,5510
352,MAPC Region,2012-01-01,622,Hospitals,88762,40
352,MAPC Region,2012-01-01,623,Nursing and Residential Care Facilities,40645,849
352,MAPC Region,2012-01-01,624,Social Assistance,41651,2032
352,MAPC Region,2012-01-01,711,Performing Arts and Spectator Sports,6577,396
352,MAPC Region,2012-01-01,712,"Museums, Parks and Historical Sites",3094,69
352,MAPC Region,2012-01-01,713,"Amusement, Gambling & Recreation Ind",19459,1086
352,MAPC Region,2012-01-01,721,Accommodation,18970,321
352,MAPC Region,2012-01-01,722,Food Services and Drinking Places,132261,7588
352,MAPC Region,2012-01-01,811,Repair and Maintenance,11204,2260
352,MAPC Region,2012-01-01,812,Personal and Laundry Services,23535,3197
352,MAPC Region,2012-01-01,813,Membership Organizations & Associations,23417,1976
352,MAPC Region,2012-01-01,814,Private Households,15671,12345
352,MAPC Region,2012-01-01,922,"Justice, Public Order, and Safety Activi",14262,108
352,MAPC Region,2012-01-01,921,"Executive, Legislative, & Gen Government",5894,72
352,MAPC Region,2012-01-01,923,Administration of Human Resource Program,136,5
352,MAPC Region,2012-01-01,924,Administration of Environmental Programs,2894,23
352,MAPC Region,2012-01-01,925,Community and Housing Program Admin,2012,8
352,MAPC Region,2012-01-01,926,Administration of Economic Programs,5864,66
352,MAPC Region,2012-01-01,928,National Security & International Affair,614,6
352,MAPC Region,2012-01-01,238,Specialty Trade Contractors,38763,5227
352,MAPC Region,2012-01-01,101,Goods-Producing Domain,175349,11134
352,MAPC Region,2012-01-01,102,Service-Providing Domain,1676142,94673
352,MAPC Region,2012-01-01,111,Crop Production,409,14
352,MAPC Region,2012-01-01,114,"Fishing, Hunting and Trapping",148,70
352,MAPC Region,2012-01-01,115,Agriculture & Forestry Support Activity,64,13
352,MAPC Region,2012-01-01,221,Utilities,4433,62
352,MAPC Region,2012-01-01,236,Construction of Buildings,12984,2174
352,MAPC Region,2012-01-01,237,Heavy and Civil Engineering Construction,6858,294
352,MAPC Region,2012-01-01,315,Apparel Manufacturing,381,8
352,MAPC Region,2012-01-01,311,Food Manufacturing,10129,296
352,MAPC Region,2012-01-01,314,Textile Product Mills,168,17
352,MAPC Region,2012-01-01,321,Wood Product Manufacturing,30,3
352,MAPC Region,2012-01-01,316,Leather and Allied Product Manufacturing,65,3
352,MAPC Region,2012-01-01,323,Printing and Related Support Activities,3738,314
352,MAPC Region,2012-01-01,322,Paper Manufacturing,684,16
352,MAPC Region,2012-01-01,325,Chemical Manufacturing,5693,101
352,MAPC Region,2012-01-01,326,Plastics & Rubber Products Manufacturing,888,29
352,MAPC Region,2012-01-01,327,Nonmetallic Mineral Product Mfg,305,22
352,MAPC Region,2012-01-01,332,Fabricated Metal Product Manufacturing,8004,408
352,MAPC Region,2012-01-01,333,Machinery Manufacturing,2311,101
352,MAPC Region,2012-01-01,334,Computer and Electronic Product Mfg,22155,290
352,MAPC Region,2012-01-01,335,Electrical Equipment and Appliances,1136,40
352,MAPC Region,2012-01-01,336,Transportation Equipment Manufacturing,272,9
352,MAPC Region,2012-01-01,337,Furniture and Related Product Mfg,499,45
352,MAPC Region,2012-01-01,423,"Merchant Wholesalers, Durable Goods",29449,2044
352,MAPC Region,2012-01-01,339,Miscellaneous Manufacturing,4143,196
352,MAPC Region,2012-01-01,425,Electronic Markets and Agents/Brokers,11011,2285
352,MAPC Region,2012-01-01,424,"Merchant Wholesalers, Nondurable Goods",19352,1022
352,MAPC Region,2012-01-01,441,Motor Vehicle and Parts Dealers,14661,694
352,MAPC Region,2012-01-01,442,Furniture and Home Furnishings Stores,5436,550
352,MAPC Region,2012-01-01,443,Electronics and Appliance Stores,5038,423
352,MAPC Region,2012-01-01,444,Building Material & Garden Supply Stores,8473,527
352,MAPC Region,2012-01-01,445,Food and Beverage Stores,45000,2256
352,MAPC Region,2012-01-01,451,Sporting Goods/Hobby/Book/Music Stores,8069,655
352,MAPC Region,2012-01-01,446,Health and Personal Care Stores,13166,1048
352,MAPC Region,2012-01-01,447,Gasoline Stations,4214,754
352,MAPC Region,2012-01-01,448,Clothing and Clothing Accessories Stores,22348,1827
352,MAPC Region,2012-01-01,452,General Merchandise Stores,19731,292
352,MAPC Region,2012-01-01,453,Miscellaneous Store Retailers,9193,1158
352,MAPC Region,2012-01-01,454,Nonstore Retailers,5659,462
352,MAPC Region,2012-01-01,481,Air Transportation,6602,46
352,MAPC Region,2012-01-01,483,Water Transportation,29,4
352,MAPC Region,2012-01-01,484,Truck Transportation,4483,404
352,MAPC Region,2012-01-01,485,Transit and Ground Passenger Transport,13133,280
352,MAPC Region,2012-01-01,487,Scenic and Sightseeing Transportation,969,28
352,MAPC Region,2012-01-01,488,Support Activities for Transportation,5225,303
352,MAPC Region,2012-01-01,492,Couriers and Messengers,2255,93
352,MAPC Region,2012-01-01,493,Warehousing and Storage,1372,32
352,MAPC Region,2012-01-01,511,Publishing Industries,26130,743
352,MAPC Region,2012-01-01,512,Motion Picture & Sound Recording Ind,2105,201
352,MAPC Region,2012-01-01,515,Broadcasting (except Internet),2222,31
352,MAPC Region,2012-01-01,517,Telecommunications,8676,485
352,MAPC Region,2012-01-01,518,"ISPs, Search Portals, & Data Processing",2787,125
352,MAPC Region,2012-01-01,519,Other Information Services,6890,277
352,MAPC Region,2012-01-01,522,Credit Intermediation & Related Activity,31783,1662
352,MAPC Region,2012-01-01,523,Financial Investment & Related Activity,36258,1874
352,MAPC Region,2012-01-01,524,Insurance Carriers & Related Activities,39723,1707
352,MAPC Region,2012-01-01,525,"Funds, Trusts & Other Financial Vehicles",1112,93
352,MAPC Region,2012-01-01,531,Real Estate,21522,2925
352,MAPC Region,2012-01-01,532,Rental and Leasing Services,5020,422
352,MAPC Region,2012-01-01,541,Professional and Technical Services,201595,16683
352,MAPC Region,2012-01-01,551,Management of Companies and Enterprises,36762,635
352,MAPC Region,2012-01-01,561,Administrative and Support Services,93817,5185
352,MAPC Region,2012-01-01,562,Waste Management and Remediation Service,3195,177
352,MAPC Region,2012-01-01,611,Educational Services,160296,1580
352,MAPC Region,2011-01-01,621,Ambulatory Health Care Services,82561,5606
352,MAPC Region,2011-01-01,622,Hospitals,88118,35
352,MAPC Region,2011-01-01,623,Nursing and Residential Care Facilities,40255,844
352,MAPC Region,2011-01-01,624,Social Assistance,39997,1981
352,MAPC Region,2011-01-01,711,Performing Arts and Spectator Sports,6271,338
352,MAPC Region,2011-01-01,712,"Museums, Parks and Historical Sites",2949,69
352,MAPC Region,2011-01-01,713,"Amusement, Gambling & Recreation Ind",18772,1081
352,MAPC Region,2011-01-01,721,Accommodation,18591,320
352,MAPC Region,2011-01-01,722,Food Services and Drinking Places,126996,7692
352,MAPC Region,2011-01-01,811,Repair and Maintenance,11214,2341
352,MAPC Region,2011-01-01,812,Personal and Laundry Services,22943,3260
352,MAPC Region,2011-01-01,813,Membership Organizations & Associations,22028,1999
352,MAPC Region,2011-01-01,814,Private Households,14875,11756
352,MAPC Region,2011-01-01,921,"Executive, Legislative, & Gen Government",5915,72
352,MAPC Region,2011-01-01,922,"Justice, Public Order, and Safety Activi",14201,105
352,MAPC Region,2011-01-01,923,Administration of Human Resource Program,135,5
352,MAPC Region,2011-01-01,924,Administration of Environmental Programs,2972,23
352,MAPC Region,2011-01-01,925,Community and Housing Program Admin,2002,8
352,MAPC Region,2011-01-01,926,Administration of Economic Programs,5948,70
352,MAPC Region,2011-01-01,928,National Security & International Affair,630,6
352,MAPC Region,2011-01-01,238,Specialty Trade Contractors,36428,5633
352,MAPC Region,2011-01-01,101,Goods-Producing Domain,172190,11947
352,MAPC Region,2011-01-01,102,Service-Providing Domain,1646081,96020
352,MAPC Region,2011-01-01,111,Crop Production,387,19
352,MAPC Region,2011-01-01,114,"Fishing, Hunting and Trapping",139,67
352,MAPC Region,2011-01-01,115,Agriculture & Forestry Support Activity,71,10
352,MAPC Region,2011-01-01,221,Utilities,4395,64
352,MAPC Region,2011-01-01,236,Construction of Buildings,12619,2432
352,MAPC Region,2011-01-01,237,Heavy and Civil Engineering Construction,6863,331
352,MAPC Region,2011-01-01,311,Food Manufacturing,9630,300
352,MAPC Region,2011-01-01,315,Apparel Manufacturing,536,12
352,MAPC Region,2011-01-01,314,Textile Product Mills,122,13
352,MAPC Region,2011-01-01,316,Leather and Allied Product Manufacturing,62,3
352,MAPC Region,2011-01-01,321,Wood Product Manufacturing,29,5
352,MAPC Region,2011-01-01,322,Paper Manufacturing,717,16
352,MAPC Region,2011-01-01,323,Printing and Related Support Activities,4213,356
352,MAPC Region,2011-01-01,325,Chemical Manufacturing,5603,95
352,MAPC Region,2011-01-01,326,Plastics & Rubber Products Manufacturing,898,32
352,MAPC Region,2011-01-01,327,Nonmetallic Mineral Product Mfg,303,22
352,MAPC Region,2011-01-01,332,Fabricated Metal Product Manufacturing,7924,416
352,MAPC Region,2011-01-01,333,Machinery Manufacturing,2714,97
352,MAPC Region,2011-01-01,334,Computer and Electronic Product Mfg,22320,293
352,MAPC Region,2011-01-01,335,Electrical Equipment and Appliances,821,34
352,MAPC Region,2011-01-01,337,Furniture and Related Product Mfg,488,49
352,MAPC Region,2011-01-01,336,Transportation Equipment Manufacturing,787,16
352,MAPC Region,2011-01-01,442,Furniture and Home Furnishings Stores,5484,566
352,MAPC Region,2011-01-01,339,Miscellaneous Manufacturing,3979,202
352,MAPC Region,2011-01-01,423,"Merchant Wholesalers, Durable Goods",30138,2075
352,MAPC Region,2011-01-01,425,Electronic Markets and Agents/Brokers,10903,2532
352,MAPC Region,2011-01-01,424,"Merchant Wholesalers, Nondurable Goods",19298,1027
352,MAPC Region,2011-01-01,441,Motor Vehicle and Parts Dealers,14649,710
352,MAPC Region,2011-01-01,443,Electronics and Appliance Stores,5231,460
352,MAPC Region,2011-01-01,444,Building Material & Garden Supply Stores,8454,547
352,MAPC Region,2011-01-01,445,Food and Beverage Stores,45379,2333
352,MAPC Region,2011-01-01,446,Health and Personal Care Stores,12965,1022
352,MAPC Region,2011-01-01,447,Gasoline Stations,4211,767
352,MAPC Region,2011-01-01,451,Sporting Goods/Hobby/Book/Music Stores,8058,646
352,MAPC Region,2011-01-01,448,Clothing and Clothing Accessories Stores,22023,1828
352,MAPC Region,2011-01-01,452,General Merchandise Stores,20405,295
352,MAPC Region,2011-01-01,453,Miscellaneous Store Retailers,9075,1233
352,MAPC Region,2011-01-01,454,Nonstore Retailers,5266,463
352,MAPC Region,2011-01-01,481,Air Transportation,6448,52
352,MAPC Region,2011-01-01,484,Truck Transportation,4320,416
352,MAPC Region,2011-01-01,485,Transit and Ground Passenger Transport,12951,297
352,MAPC Region,2011-01-01,487,Scenic and Sightseeing Transportation,945,26
352,MAPC Region,2011-01-01,488,Support Activities for Transportation,5020,306
352,MAPC Region,2011-01-01,492,Couriers and Messengers,2263,95
352,MAPC Region,2011-01-01,493,Warehousing and Storage,624,22
352,MAPC Region,2011-01-01,511,Publishing Industries,26702,732
352,MAPC Region,2011-01-01,512,Motion Picture & Sound Recording Ind,1561,194
352,MAPC Region,2011-01-01,515,Broadcasting (except Internet),2340,40
352,MAPC Region,2011-01-01,517,Telecommunications,8860,513
352,MAPC Region,2011-01-01,522,Credit Intermediation & Related Activity,32408,1698
352,MAPC Region,2011-01-01,518,"ISPs, Search Portals, & Data Processing",3005,117
352,MAPC Region,2011-01-01,519,Other Information Services,6526,288
352,MAPC Region,2011-01-01,523,Financial Investment & Related Activity,37290,1906
352,MAPC Region,2011-01-01,524,Insurance Carriers & Related Activities,39751,1751
352,MAPC Region,2011-01-01,525,"Funds, Trusts & Other Financial Vehicles",1080,92
352,MAPC Region,2011-01-01,531,Real Estate,21314,3008
352,MAPC Region,2011-01-01,532,Rental and Leasing Services,4661,432
352,MAPC Region,2011-01-01,541,Professional and Technical Services,194495,17300
352,MAPC Region,2011-01-01,551,Management of Companies and Enterprises,34627,615
352,MAPC Region,2011-01-01,561,Administrative and Support Services,92068,5192
352,MAPC Region,2011-01-01,562,Waste Management and Remediation Service,2812,195
352,MAPC Region,2011-01-01,611,Educational Services,156303,1573
352,MAPC Region,2010-01-01,621,Ambulatory Health Care Services,78974,5555
352,MAPC Region,2010-01-01,622,Hospitals,87987,38
352,MAPC Region,2010-01-01,623,Nursing and Residential Care Facilities,39132,787
352,MAPC Region,2010-01-01,624,Social Assistance,38480,1942
352,MAPC Region,2010-01-01,711,Performing Arts and Spectator Sports,6163,349
352,MAPC Region,2010-01-01,712,"Museums, Parks and Historical Sites",2925,69
352,MAPC Region,2010-01-01,713,"Amusement, Gambling & Recreation Ind",18438,1038
352,MAPC Region,2010-01-01,721,Accommodation,18215,310
352,MAPC Region,2010-01-01,722,Food Services and Drinking Places,121265,7490
352,MAPC Region,2010-01-01,811,Repair and Maintenance,10975,2296
352,MAPC Region,2010-01-01,812,Personal and Laundry Services,22432,3159
352,MAPC Region,2010-01-01,813,Membership Organizations & Associations,22190,1982
352,MAPC Region,2010-01-01,814,Private Households,14473,12147
352,MAPC Region,2010-01-01,921,"Executive, Legislative, & Gen Government",5967,72
352,MAPC Region,2010-01-01,922,"Justice, Public Order, and Safety Activi",14850,113
352,MAPC Region,2010-01-01,924,Administration of Environmental Programs,2912,23
352,MAPC Region,2010-01-01,923,Administration of Human Resource Program,137,5
352,MAPC Region,2010-01-01,925,Community and Housing Program Admin,2008,8
352,MAPC Region,2010-01-01,926,Administration of Economic Programs,6423,64
352,MAPC Region,2010-01-01,928,National Security & International Affair,681,6
352,MAPC Region,2010-01-01,101,Goods-Producing Domain,168306,11892
352,MAPC Region,2010-01-01,238,Specialty Trade Contractors,36481,5645
352,MAPC Region,2010-01-01,102,Service-Providing Domain,1626210,94791
352,MAPC Region,2010-01-01,111,Crop Production,346,15
352,MAPC Region,2010-01-01,114,"Fishing, Hunting and Trapping",146,71
352,MAPC Region,2010-01-01,115,Agriculture & Forestry Support Activity,89,13
352,MAPC Region,2010-01-01,221,Utilities,4408,62
352,MAPC Region,2010-01-01,236,Construction of Buildings,12321,2445
352,MAPC Region,2010-01-01,237,Heavy and Civil Engineering Construction,6432,314
352,MAPC Region,2010-01-01,311,Food Manufacturing,9296,290
352,MAPC Region,2010-01-01,314,Textile Product Mills,208,20
352,MAPC Region,2010-01-01,315,Apparel Manufacturing,612,14
352,MAPC Region,2010-01-01,321,Wood Product Manufacturing,26,5
352,MAPC Region,2010-01-01,322,Paper Manufacturing,378,12
352,MAPC Region,2010-01-01,323,Printing and Related Support Activities,4405,372
352,MAPC Region,2010-01-01,325,Chemical Manufacturing,6165,106
352,MAPC Region,2010-01-01,332,Fabricated Metal Product Manufacturing,7626,436
352,MAPC Region,2010-01-01,326,Plastics & Rubber Products Manufacturing,778,28
352,MAPC Region,2010-01-01,327,Nonmetallic Mineral Product Mfg,245,20
352,MAPC Region,2010-01-01,331,Primary Metal Manufacturing,105,3
352,MAPC Region,2010-01-01,333,Machinery Manufacturing,3546,97
352,MAPC Region,2010-01-01,334,Computer and Electronic Product Mfg,22826,307
352,MAPC Region,2010-01-01,335,Electrical Equipment and Appliances,1207,37
352,MAPC Region,2010-01-01,336,Transportation Equipment Manufacturing,438,10
352,MAPC Region,2010-01-01,337,Furniture and Related Product Mfg,486,57
352,MAPC Region,2010-01-01,339,Miscellaneous Manufacturing,4172,195
352,MAPC Region,2010-01-01,423,"Merchant Wholesalers, Durable Goods",30582,2108
352,MAPC Region,2010-01-01,442,Furniture and Home Furnishings Stores,5312,541
352,MAPC Region,2010-01-01,424,"Merchant Wholesalers, Nondurable Goods",18581,1031
352,MAPC Region,2010-01-01,425,Electronic Markets and Agents/Brokers,10271,2506
352,MAPC Region,2010-01-01,441,Motor Vehicle and Parts Dealers,14307,719
352,MAPC Region,2010-01-01,443,Electronics and Appliance Stores,4856,401
352,MAPC Region,2010-01-01,444,Building Material & Garden Supply Stores,7984,549
352,MAPC Region,2010-01-01,445,Food and Beverage Stores,44255,2279
352,MAPC Region,2010-01-01,446,Health and Personal Care Stores,12988,1015
352,MAPC Region,2010-01-01,447,Gasoline Stations,4231,772
352,MAPC Region,2010-01-01,448,Clothing and Clothing Accessories Stores,24535,1847
352,MAPC Region,2010-01-01,451,Sporting Goods/Hobby/Book/Music Stores,8454,721
352,MAPC Region,2010-01-01,481,Air Transportation,6198,41
352,MAPC Region,2010-01-01,452,General Merchandise Stores,16351,237
352,MAPC Region,2010-01-01,453,Miscellaneous Store Retailers,9091,1235
352,MAPC Region,2010-01-01,454,Nonstore Retailers,4818,451
352,MAPC Region,2010-01-01,483,Water Transportation,13,4
352,MAPC Region,2010-01-01,484,Truck Transportation,4409,419
352,MAPC Region,2010-01-01,485,Transit and Ground Passenger Transport,12426,292
352,MAPC Region,2010-01-01,487,Scenic and Sightseeing Transportation,1023,37
352,MAPC Region,2010-01-01,488,Support Activities for Transportation,5057,306
352,MAPC Region,2010-01-01,492,Couriers and Messengers,2527,109
352,MAPC Region,2010-01-01,493,Warehousing and Storage,643,24
352,MAPC Region,2010-01-01,511,Publishing Industries,26571,736
352,MAPC Region,2010-01-01,512,Motion Picture & Sound Recording Ind,1563,192
352,MAPC Region,2010-01-01,515,Broadcasting (except Internet),2417,35
352,MAPC Region,2010-01-01,517,Telecommunications,10525,525
352,MAPC Region,2010-01-01,518,"ISPs, Search Portals, & Data Processing",3323,118
352,MAPC Region,2010-01-01,522,Credit Intermediation & Related Activity,32752,1724
352,MAPC Region,2010-01-01,519,Other Information Services,6210,270
352,MAPC Region,2010-01-01,523,Financial Investment & Related Activity,37481,1890
352,MAPC Region,2010-01-01,524,Insurance Carriers & Related Activities,39402,1715
352,MAPC Region,2010-01-01,525,"Funds, Trusts & Other Financial Vehicles",1133,81
352,MAPC Region,2010-01-01,531,Real Estate,20871,2978
352,MAPC Region,2010-01-01,532,Rental and Leasing Services,4938,465
352,MAPC Region,2010-01-01,541,Professional and Technical Services,187475,16669
352,MAPC Region,2010-01-01,551,Management of Companies and Enterprises,34366,585
352,MAPC Region,2010-01-01,561,Administrative and Support Services,90044,5077
352,MAPC Region,2010-01-01,562,Waste Management and Remediation Service,2770,194
352,MAPC Region,2010-01-01,611,Educational Services,153163,1416
352,MAPC Region,2009-01-01,622,Hospitals,84970,40
352,MAPC Region,2009-01-01,623,Nursing and Residential Care Facilities,39187,816
352,MAPC Region,2009-01-01,624,Social Assistance,37244,1883
352,MAPC Region,2009-01-01,711,Performing Arts and Spectator Sports,5739,326
352,MAPC Region,2009-01-01,712,"Museums, Parks and Historical Sites",2854,61
352,MAPC Region,2009-01-01,713,"Amusement, Gambling & Recreation Ind",17763,976
352,MAPC Region,2009-01-01,721,Accommodation,18597,297
352,MAPC Region,2009-01-01,722,Food Services and Drinking Places,116105,7170
352,MAPC Region,2009-01-01,811,Repair and Maintenance,10957,2241
352,MAPC Region,2009-01-01,812,Personal and Laundry Services,22350,3023
352,MAPC Region,2009-01-01,813,Membership Organizations & Associations,21863,1924
352,MAPC Region,2009-01-01,814,Private Households,12766,10458
352,MAPC Region,2009-01-01,921,"Executive, Legislative, & Gen Government",5467,73
352,MAPC Region,2009-01-01,922,"Justice, Public Order, and Safety Activi",13919,103
352,MAPC Region,2009-01-01,923,Administration of Human Resource Program,138,6
352,MAPC Region,2009-01-01,924,Administration of Environmental Programs,3025,22
352,MAPC Region,2009-01-01,925,Community and Housing Program Admin,1934,8
352,MAPC Region,2009-01-01,928,National Security & International Affair,773,6
352,MAPC Region,2009-01-01,926,Administration of Economic Programs,6184,75
352,MAPC Region,2009-01-01,621,Ambulatory Health Care Services,77856,5435
352,MAPC Region,2009-01-01,102,Service-Providing Domain,1607632,90869
352,MAPC Region,2009-01-01,101,Goods-Producing Domain,173591,11660
352,MAPC Region,2009-01-01,111,Crop Production,297,11
352,MAPC Region,2009-01-01,114,"Fishing, Hunting and Trapping",202,84
352,MAPC Region,2009-01-01,115,Agriculture & Forestry Support Activity,68,11
352,MAPC Region,2009-01-01,236,Construction of Buildings,13013,2380
352,MAPC Region,2009-01-01,238,Specialty Trade Contractors,37501,5438
352,MAPC Region,2009-01-01,221,Utilities,4366,62
352,MAPC Region,2009-01-01,237,Heavy and Civil Engineering Construction,6636,309
352,MAPC Region,2009-01-01,311,Food Manufacturing,8683,282
352,MAPC Region,2009-01-01,314,Textile Product Mills,219,23
352,MAPC Region,2009-01-01,315,Apparel Manufacturing,626,15
352,MAPC Region,2009-01-01,316,Leather and Allied Product Manufacturing,85,6
352,MAPC Region,2009-01-01,321,Wood Product Manufacturing,24,5
352,MAPC Region,2009-01-01,322,Paper Manufacturing,679,17
352,MAPC Region,2009-01-01,323,Printing and Related Support Activities,4601,397
352,MAPC Region,2009-01-01,325,Chemical Manufacturing,7112,104
352,MAPC Region,2009-01-01,326,Plastics & Rubber Products Manufacturing,792,30
352,MAPC Region,2009-01-01,332,Fabricated Metal Product Manufacturing,7629,445
352,MAPC Region,2009-01-01,327,Nonmetallic Mineral Product Mfg,291,24
352,MAPC Region,2009-01-01,333,Machinery Manufacturing,4280,109
352,MAPC Region,2009-01-01,334,Computer and Electronic Product Mfg,24373,330
352,MAPC Region,2009-01-01,335,Electrical Equipment and Appliances,1244,34
352,MAPC Region,2009-01-01,336,Transportation Equipment Manufacturing,443,10
352,MAPC Region,2009-01-01,337,Furniture and Related Product Mfg,571,62
352,MAPC Region,2009-01-01,339,Miscellaneous Manufacturing,3868,194
352,MAPC Region,2009-01-01,423,"Merchant Wholesalers, Durable Goods",33597,2138
352,MAPC Region,2009-01-01,424,"Merchant Wholesalers, Nondurable Goods",19332,998
352,MAPC Region,2009-01-01,425,Electronic Markets and Agents/Brokers,10314,2494
352,MAPC Region,2009-01-01,442,Furniture and Home Furnishings Stores,5252,529
352,MAPC Region,2009-01-01,441,Motor Vehicle and Parts Dealers,13914,701
352,MAPC Region,2009-01-01,443,Electronics and Appliance Stores,4678,350
352,MAPC Region,2009-01-01,444,Building Material & Garden Supply Stores,8193,539
352,MAPC Region,2009-01-01,445,Food and Beverage Stores,43730,2197
352,MAPC Region,2009-01-01,446,Health and Personal Care Stores,13106,973
352,MAPC Region,2009-01-01,447,Gasoline Stations,4147,781
352,MAPC Region,2009-01-01,448,Clothing and Clothing Accessories Stores,23713,1806
352,MAPC Region,2009-01-01,451,Sporting Goods/Hobby/Book/Music Stores,8406,690
352,MAPC Region,2009-01-01,487,Scenic and Sightseeing Transportation,989,33
352,MAPC Region,2009-01-01,452,General Merchandise Stores,15241,211
352,MAPC Region,2009-01-01,453,Miscellaneous Store Retailers,9061,1201
352,MAPC Region,2009-01-01,454,Nonstore Retailers,4618,441
352,MAPC Region,2009-01-01,481,Air Transportation,6423,40
352,MAPC Region,2009-01-01,484,Truck Transportation,4343,409
352,MAPC Region,2009-01-01,483,Water Transportation,12,4
352,MAPC Region,2009-01-01,485,Transit and Ground Passenger Transport,3679,201
352,MAPC Region,2009-01-01,488,Support Activities for Transportation,4991,323
352,MAPC Region,2009-01-01,492,Couriers and Messengers,2467,95
352,MAPC Region,2009-01-01,493,Warehousing and Storage,633,24
352,MAPC Region,2009-01-01,511,Publishing Industries,25967,747
352,MAPC Region,2009-01-01,512,Motion Picture & Sound Recording Ind,1662,203
352,MAPC Region,2009-01-01,515,Broadcasting (except Internet),2862,55
352,MAPC Region,2009-01-01,517,Telecommunications,10218,505
352,MAPC Region,2009-01-01,518,"ISPs, Search Portals, & Data Processing",3329,134
352,MAPC Region,2009-01-01,519,Other Information Services,5873,256
352,MAPC Region,2009-01-01,522,Credit Intermediation & Related Activity,35035,1742
352,MAPC Region,2009-01-01,523,Financial Investment & Related Activity,37749,1822
352,MAPC Region,2009-01-01,524,Insurance Carriers & Related Activities,40269,1717
352,MAPC Region,2009-01-01,525,"Funds, Trusts & Other Financial Vehicles",1200,84
352,MAPC Region,2009-01-01,551,Management of Companies and Enterprises,34666,554
352,MAPC Region,2009-01-01,531,Real Estate,20742,2926
352,MAPC Region,2009-01-01,532,Rental and Leasing Services,5158,495
352,MAPC Region,2009-01-01,541,Professional and Technical Services,190500,15931
352,MAPC Region,2009-01-01,561,Administrative and Support Services,88057,5076
352,MAPC Region,2009-01-01,562,Waste Management and Remediation Service,2833,181
352,MAPC Region,2009-01-01,611,Educational Services,150721,1399
352,MAPC Region,2008-01-01,621,Ambulatory Health Care Services,74233,5454
352,MAPC Region,2008-01-01,622,Hospitals,84632,48
352,MAPC Region,2008-01-01,623,Nursing and Residential Care Facilities,37500,807
352,MAPC Region,2008-01-01,624,Social Assistance,37235,1822
352,MAPC Region,2008-01-01,711,Performing Arts and Spectator Sports,5888,328
352,MAPC Region,2008-01-01,712,"Museums, Parks and Historical Sites",2945,62
352,MAPC Region,2008-01-01,713,"Amusement, Gambling & Recreation Ind",18172,971
352,MAPC Region,2008-01-01,721,Accommodation,19900,301
